,LG,LG_block,X,position_window,Position_on_LG,CM_position,n,coefficient,block_size,cytotype,window_size,coefficient_MB,LG_final
385,L.10,0,63,234.288,11739988.07,29.36040682,4.584,4.66E-07,25MB,TX,50000,4.66E-13,Sex
386,L.10,1,136.5,651.9545455,32623851.29,51.3515,3.454545455,3.77E-18,25MB,TX,50000,3.77E-24,Sex
387,L.10,2,169,1270.930233,63576645.94,54.71767907,2.860465116,-3.85E-18,25MB,TX,50000,-3.85E-24,Sex
388,L.10,3,204.5,1588.928571,79477169.28,54.9159,2.107142857,-2.62E-17,25MB,TX,50000,-2.62E-23,Sex
389,L.10,4,236,2191.714286,109610206.2,57.68410571,2.314285714,6.30E-05,25MB,TX,50000,6.30E-11,Sex
390,L.10,5,264.5,2693.772727,134720757.3,60.60511364,1.727272727,2.28E-16,25MB,TX,50000,2.28E-22,Sex
391,L.3,0,315.5,227.55,11400161.27,22.96160175,3.225,1.29E-06,25MB,TX,50000,1.29E-12,A4
392,L.3,1,372.5,766.7647059,38359881.94,39.76112353,2.117647059,1.56E-17,25MB,TX,50000,1.56E-23,A4
393,L.3,2,398.5,1296.555556,64851818.62,40.0118,1.666666667,0,25MB,TX,50000,0.00E+00,A4
394,L.3,3,412.5,1604.2,80233104.62,40.0118,1.7,-7.58E-17,25MB,TX,50000,-7.58E-23,A4
395,L.3,4,418.5,2290,114535699.3,40.58,1.5,1.24E-16,25MB,TX,50000,1.24E-22,A4
396,L.3,5,420.5,2723.5,136207033.9,40.58,3.5,1.23E-17,25MB,TX,50000,1.23E-23,A4
397,L.3,6,422.5,3023.5,151195538.8,40.8641,2,-2.58E-16,25MB,TX,50000,-2.58E-22,A4
398,L.5,0,432.5,128.2777778,6444577.944,37.4299,1.388888889,3.01E-18,25MB,TX,50000,3.01E-24,A3
399,L.5,1,459.5,769.5555556,38498423.23,43.79760556,1.638888889,-9.31E-18,25MB,TX,50000,-9.31E-24,A3
400,L.5,2,495.5,1306.055556,65326618.72,74.03875556,2.166666667,2.35E-17,25MB,TX,50000,2.35E-23,A3
401,L.5,3,531.5,1614.222222,80733923.46,89.86943889,3.388888889,3.03E-17,25MB,TX,50000,3.03E-23,A3
402,L.5,4,550.5,2244,112226761.8,92.3791,1.5,1.26E-17,25MB,TX,50000,1.26E-23,A3
403,L.5,5,553.5,2734.75,136762316.3,92.6632,1.5,2.09E-16,25MB,TX,50000,2.09E-22,A3
404,L.5,6,559,3268.142857,163424499,94.4897,1.285714286,1.50E-16,25MB,TX,50000,1.50E-22,A3
405,L.7,0,597.5,158.8428571,7966863.73,20.52816948,2.814285714,1.39E-06,25MB,TX,50000,1.39E-12,A1
406,L.7,1,637.5,742.3,37145527.7,38.19234,2.7,1.91E-19,25MB,TX,50000,1.91E-25,A1
407,L.7,2,648,1149,57467281.24,38.3628,1.272727273,-1.22E-18,25MB,TX,50000,-1.22E-24,A1
408,L.7,3,658.5,1738.1,86933352.8,38.3628,1,NA,25MB,TX,50000,NA,A1
409,L.7,4,666.5,2145,107266841.5,38.4575,1.166666667,1.48E-17,25MB,TX,50000,1.48E-23,A1
410,L.7,5,679,2747.473684,137399778.3,40.30674211,2.263157895,1.58E-17,25MB,TX,50000,1.58E-23,A1
411,L.7,6,720.5,3219.703125,161010700.5,60.90345938,2.984375,6.77E-18,25MB,TX,50000,6.77E-24,A1
412,L.7,7,776.5,3644.375,182245086.1,63.1692,4.333333333,-8.70E-19,25MB,TX,50000,-8.70E-25,A1
413,L.7,8,818,4259.685714,213007045.8,65.03634,2.6,8.14E-18,25MB,TX,50000,8.14E-24,A1
414,L.7,9,849.5,4800.607143,240052606.1,66.0105,2.392857143,-1.86E-17,25MB,TX,50000,-1.86E-23,A1
415,L.7,10,875.5,5244.791667,262261397.1,66.0105,3.208333333,-3.77E-17,25MB,TX,50000,-3.77E-23,A1
416,L.7,11,903,5796.548387,289847557.5,66.42291613,2.612903226,1.56E-05,25MB,TX,50000,1.56E-11,A1
417,L.7,12,947,6315.614035,315804138.6,71.50371754,3.333333333,2.33E-17,25MB,TX,50000,2.33E-23,A1
418,L.7,13,997,6641.348837,332089933.8,82.78973023,4.302325581,1.77E-18,25MB,TX,50000,1.77E-24,A1
419,L.8,0,1074,254.8648649,12768301.75,29.22196927,4.477477477,1.16E-05,25MB,TX,50000,1.16E-11,A2
420,L.8,1,1172,694.3764706,34746728.33,52.68956,3.141176471,1.98E-07,25MB,TX,50000,1.98E-13,A2
421,L.8,2,1240.5,1200.826923,60067724.08,55.0116,3.057692308,1.45E-17,25MB,TX,50000,1.45E-23,A2
422,L.8,3,1290.5,1708.25,85436858.07,55.0116,3.791666667,3.34E-17,25MB,TX,50000,3.34E-23,A2
423,L.8,4,1333,2229.702703,111509997.7,55.0116,2.783783784,7.72E-18,25MB,TX,50000,7.72E-24,A2
424,L.8,5,1384.5,2768.166667,138436386.4,55.0116,4.454545455,2.22E-18,25MB,TX,50000,2.22E-24,A2
425,L.8,6,1453.5,3218.708333,160960207.8,55.0116,4.111111111,4.66E-18,25MB,TX,50000,4.66E-24,A2
426,L.8,7,1519,3690.491525,184550276.7,55.0116,3.220338983,2.95E-18,25MB,TX,50000,2.95E-24,A2
427,L.8,8,1576.5,4297.803571,214915036.7,55.0116,3.571428571,-2.70E-18,25MB,TX,50000,-2.70E-24,A2
428,L.8,9,1652.5,4767.645833,238404936.4,56.28421771,3.6875,1.18E-17,25MB,TX,50000,1.18E-23,A2
429,L.8,10,1730,5102.610169,255156691.1,81.29381695,3.169491525,4.00E-06,25MB,TX,50000,4.00E-12,A2
430,L.10,0,74,296.7959184,14865464.2,32.65159083,4.414965986,4.02E-07,50MB,TX,50000,4.02E-13,Sex
431,L.10,1,183,1396.338028,69847274.86,54.7958507,2.563380282,-1.23E-17,50MB,TX,50000,-1.23E-23,Sex
432,L.10,2,247,2385.491228,119301997.8,58.81151228,2.087719298,5.20E-05,50MB,TX,50000,5.20E-11,Sex
433,L.3,0,332.5,388.3684211,19440779.71,27.97198544,2.894736842,9.93E-07,50MB,TX,50000,9.93E-13,A4
434,L.3,1,403.5,1406.428571,70345135.05,40.0118,1.678571429,-2.76E-17,50MB,TX,50000,-2.76E-23,A4
435,L.3,2,419.5,2506.75,125371366.6,40.58,2.5,4.96E-17,50MB,TX,50000,4.96E-23,A4
436,L.3,3,422.5,3023.5,151195538.8,40.8641,2,-2.58E-16,50MB,TX,50000,-2.58E-22,A4
437,L.5,0,450.5,555.7962963,27813808.14,41.67503704,1.555555556,-6.57E-18,50MB,TX,50000,-6.57E-24,A3
438,L.5,1,513.5,1460.138889,73030271.09,81.95409722,2.777777778,2.72E-17,50MB,TX,50000,2.72E-23,A3
439,L.5,2,552.5,2571.166667,128583798.1,92.5685,1.5,1.44E-16,50MB,TX,50000,1.44E-22,A3
440,L.5,3,559,3268.142857,163424499,94.4897,1.285714286,1.50E-16,50MB,TX,50000,1.50E-22,A3
441,L.7,0,602.5,231.775,11614196.73,22.73619079,2.8,1.26E-06,50MB,TX,50000,1.26E-12,A1
442,L.7,1,653,1429.52381,71498743.89,38.3628,1.142857143,-1.22E-18,50MB,TX,50000,-1.22E-24,A1
443,L.7,2,676,2602.88,130167873.5,39.862924,2,1.57E-17,50MB,TX,50000,1.57E-23,A1
444,L.7,3,744.5,3401.705357,170111151.4,61.87449107,3.5625,3.49E-18,50MB,TX,50000,3.49E-24,A1
445,L.7,4,832,4500.095238,225027294.9,65.4693,2.507936508,-2.37E-18,50MB,TX,50000,-2.37E-24,A1
446,L.7,5,891,5555.781818,277809960.2,66.24295273,2.872727273,8.49E-06,50MB,TX,50000,8.49E-12,A1
447,L.7,6,968.5,6455.68,322807030.6,76.356703,3.75,1.39E-17,50MB,TX,50000,1.39E-23,A1
448,L.8,0,1116.5,445.4693878,22299762.25,39.39924076,3.897959184,6.72E-06,50MB,TX,50000,6.72E-12,A2
449,L.8,1,1264.5,1444.39,72244908.39,55.0116,3.41,2.45E-17,50MB,TX,50000,2.45E-23,A2
450,L.8,2,1366,2574.737864,128763800.2,55.0116,3.854368932,4.13E-18,50MB,TX,50000,4.13E-24,A2
451,L.8,3,1483,3431.19084,171584742.7,55.0116,3.709923664,3.92E-18,50MB,TX,50000,3.92E-24,A2
452,L.8,4,1624.5,4594.546053,229750762.8,55.81535855,3.644736842,6.75E-18,50MB,TX,50000,6.75E-24,A2
453,L.8,5,1730,5102.610169,255156691.1,81.29381695,3.169491525,4.00E-06,50MB,TX,50000,4.00E-12,A2
454,L.10,0,23.5,83.7826087,4211696.272,10.59450874,4.413043478,3.95E-07,25CM,TX,50000,3.95E-13,Sex
455,L.10,1,89,335.5764706,16806060.33,40.93893471,4.6,4.68E-07,25CM,TX,50000,4.68E-13,Sex
456,L.10,2,203.5,1710.861111,85571808.84,56.0790875,2.472222222,1.71E-05,25CM,TX,50000,1.71E-11,Sex
457,L.3,0,297,147.0697674,7377577.631,15.26601721,3.651162791,2.19E-06,25CM,TX,50000,2.19E-12,A4
