,LG,LG_block,X,position_window,Position_on_LG,CM_position,n,coefficient,block_size,cytotype,window_size,coefficient_MB,LG_final
112,L.5,2,196.5,62.8125,63416144.7,70.89169778,4.875,1.60E-06,25MB,TX,1000000,1.60E-12,A3
113,L.5,3,211,82.38461538,82759241.71,90.63386258,9.384615385,7.51E-07,25MB,TX,1000000,7.51E-13,A3
114,L.5,4,218.5,112,112226761.8,92.3791,1.5,1.26E-17,25MB,TX,1000000,1.26E-23,A3
115,L.5,5,221.5,136.25,136762316.3,92.6632,1.5,2.09E-16,25MB,TX,1000000,2.09E-22,A3
116,L.5,6,227,163.1428571,163424499,94.4897,1.285714286,1.50E-16,25MB,TX,1000000,1.50E-22,A3
117,L.7,0,240,11.26315789,11770592.72,26.89605422,10.36842105,1.40E-06,25MB,TX,1000000,1.40E-12,A1
118,L.7,1,254,36.11111111,36661159.75,38.1734,3,6.73E-19,25MB,TX,1000000,6.73E-25,A1
119,L.7,2,262.5,59,59645921.95,38.3628,1.75,0,25MB,TX,1000000,0.00E+00,A1
120,L.7,3,270.5,85.375,85968114.31,38.3628,1.25,0,25MB,TX,1000000,0.00E+00,A1
121,L.7,4,276.5,109.5,109927576.3,38.50485,1.75,4.94E-18,25MB,TX,1000000,4.94E-24,A1
122,L.7,5,284.5,137,137375482.5,40.3876881,3.583333333,2.40E-07,25MB,TX,1000000,2.40E-13,A1
123,L.7,6,300.5,161.05,161610218.4,59.97046655,9.55,6.96E-07,25MB,TX,1000000,6.96E-13,A1
124,L.7,7,318,185.6666667,186104635.9,63.1692,13.86666667,5.60E-18,25MB,TX,1000000,5.60E-24,A1
125,L.7,8,335.5,212.15,212698335.6,64.82383941,4.55,4.23E-07,25MB,TX,1000000,4.23E-13,A1
126,L.7,9,352,237.1538462,237660853.8,66.0105,5.153846154,9.27E-19,25MB,TX,1000000,9.27E-25,A1
127,L.7,10,366,262.4666667,262947223.2,66.0105,5.133333333,-2.97E-17,25MB,TX,1000000,-2.97E-23,A1
128,L.7,11,381,288.3333333,288806950.2,66.41298833,5.4,3.16E-07,25MB,TX,1000000,3.16E-13,A1
129,L.7,12,399.5,312.7727273,313300577.7,70.49458636,8.636363636,7.28E-08,25MB,TX,1000000,7.28E-14,A1
130,L.7,13,416.5,332.5,332934106.2,83.82606167,15.41666667,1.75E-06,25MB,TX,1000000,1.75E-12,A1
131,L.8,0,432,12.78947368,13271287.4,30.88066156,26.15789474,1.63E-06,25MB,TX,1000000,1.63E-12,A2
132,L.8,1,453.5,36.83333333,37286229.28,53.56408303,11.125,4.22E-07,25MB,TX,1000000,4.22E-13,A2
133,L.8,2,476,60.80952381,61261953.19,55.0116,7.571428571,-3.47E-19,25MB,TX,1000000,-3.47E-25,A2
134,L.8,3,496.5,86.15,86587228.06,55.0116,9.1,1.15E-18,25MB,TX,1000000,1.15E-24,A2
135,L.8,4,516,111,111524036.9,55.0116,5.421052632,-2.57E-18,25MB,TX,1000000,-2.57E-24,A2
136,L.8,5,537,137.0869565,137548263.4,55.0116,12.7826087,5.21E-18,25MB,TX,1000000,5.21E-24,A2
137,L.8,6,559.5,161.5,162035626.4,55.0116,13.45454545,-3.03E-20,25MB,TX,1000000,-3.03E-26,A2
138,L.8,7,581,186,186464211.9,55.0116,9.047619048,1.19E-17,25MB,TX,1000000,1.19E-23,A2
139,L.8,8,601,211.7368421,212311837.9,55.0116,10.52631579,1.56E-19,25MB,TX,1000000,1.56E-25,A2
140,L.8,9,621,239,239579436.8,56.40958082,16.85714286,2.08E-07,25MB,TX,1000000,2.08E-13,A2
141,L.8,10,637,255,255460174.6,81.92025994,17,4.69E-06,25MB,TX,1000000,4.69E-12,A2
142,L.10,0,17.5,17.44117647,17915643.58,36.06155151,19.08823529,1.29E-06,50MB,TX,1000000,1.29E-12,Sex
143,L.10,1,50,67.64516129,68138133,54.80591935,5.870967742,-4.24E-18,50MB,TX,1000000,-4.24E-24,Sex
144,L.10,2,78.5,125.1153846,125587085.9,59.67315367,4.576923077,2.61E-07,50MB,TX,1000000,2.61E-13,Sex
145,L.3,0,111,24.61538462,25087182.37,32.18132266,8.461538462,8.62E-07,50MB,TX,1000000,8.62E-13,A4
146,L.3,1,141.5,69.31818182,69805418.49,40.0118,2.136363636,1.11E-18,50MB,TX,1000000,1.11E-24,A4
147,L.3,2,154.5,125,125371366.6,40.58,2.5,4.96E-17,50MB,TX,1000000,4.96E-23,A4
148,L.3,3,157.5,151,151195538.8,40.8641,2,-2.58E-16,50MB,TX,1000000,-2.58E-22,A4
149,L.5,0,173.5,27,27391219.24,41.500562,2.8,5.71E-07,50MB,TX,1000000,5.71E-13,A3
150,L.5,1,203,71.5862069,72087188.19,79.74163372,6.896551724,1.20E-06,50MB,TX,1000000,1.20E-12,A3
151,L.5,2,220.5,128.1666667,128583798.1,92.5685,1.5,1.44E-16,50MB,TX,1000000,1.44E-22,A3
152,L.5,3,227,163.1428571,163424499,94.4897,1.285714286,1.50E-16,50MB,TX,1000000,1.50E-22,A3
153,L.7,0,244.5,19.25,19771132.12,30.52091536,8,1.07E-06,50MB,TX,1000000,1.07E-12,A1
154,L.7,1,266.5,72.1875,72807018.13,38.3628,1.5,0,50MB,TX,1000000,0.00E+00,A1
155,L.7,2,282.5,130.125,130513505.9,39.91697857,3.125,1.85E-07,50MB,TX,1000000,1.85E-13,A1
156,L.7,3,308,171.6,172107825.9,61.34135231,11.4,4.18E-07,50MB,TX,1000000,4.18E-13,A1
157,L.7,4,342,222,222532054.9,65.29131176,4.787878788,2.33E-07,50MB,TX,1000000,2.33E-13,A1
158,L.7,5,373.5,275.4,275877086.7,66.21174417,5.266666667,1.58E-07,50MB,TX,1000000,1.58E-13,A1
159,L.7,6,405.5,319.7352941,320230058.3,75.19981294,11.02941176,6.88E-07,50MB,TX,1000000,6.88E-13,A1
160,L.8,0,444,26.20930233,26674975.89,43.54117587,17.76744186,9.67E-07,50MB,TX,1000000,9.67E-13,A2
161,L.8,1,486,73.17073171,73615745.81,55.0116,8.317073171,4.46E-19,50MB,TX,1000000,4.46E-25,A2
162,L.8,2,527.5,125.2857143,125775399,55.0116,9.452380952,1.82E-18,50MB,TX,1000000,1.82E-24,A2
163,L.8,3,570,173.4651163,173965865.8,55.0116,11.30232558,5.47E-18,50MB,TX,1000000,5.47E-24,A2
164,L.8,4,611.5,226.05,226627327.4,55.74553993,13.85,1.12E-07,50MB,TX,1000000,1.12E-13,A2
165,L.8,5,637,255,255460174.6,81.92025994,17,4.69E-06,50MB,TX,1000000,4.69E-12,A2
166,L.10,0,4.5,3.5,3983880.277,9.868074388,25.25,2.59E-06,25CM,TX,1000000,2.59E-12,Sex
167,L.10,1,18,17,17528360.45,41.22070823,20.63157895,1.06E-06,25CM,TX,1000000,1.06E-12,Sex
168,L.10,2,59.5,87.375,87840130.44,56.47562806,5.5625,8.86E-08,25CM,TX,1000000,8.86E-14,Sex
169,L.3,0,95.5,5.75,6192094.243,12.6085863,19.625,2.53E-06,25CM,TX,1000000,2.53E-12,A4
170,L.3,1,129,54.93220339,55397612.02,38.61882531,3.966101695,2.51E-07,25CM,TX,1000000,2.51E-13,A4
171,L.5,1,171.5,24,24418546.14,39.82636577,2.923076923,5.66E-07,25CM,TX,1000000,5.66E-13,A3
172,L.5,2,191.5,55.14285714,55612208.03,60.82496282,3,1.69E-06,25CM,TX,1000000,1.69E-12,A3
173,L.5,3,214.5,106.28125,106696443.9,90.22900464,5.75,6.43E-07,25CM,TX,1000000,6.43E-13,A3
174,L.7,0,234.5,3.5,3953163.472,14.75146448,19.875,2.66E-06,25CM,TX,1000000,2.66E-12,A1
175,L.7,1,265.5,74.98148148,75511879.07,38.62153651,2.611111111,1.22E-07,25CM,TX,1000000,1.22E-13,A1
176,L.7,2,351,238.034188,238540264.8,65.52658328,7.504273504,2.41E-07,25CM,TX,1000000,2.41E-13,A1
177,L.7,3,416,331.8461538,332285279.1,83.19874923,16.15384615,1.61E-06,25CM,TX,1000000,1.61E-12,A1
178,L.8,0,425,2,2472256.778,5.058393833,39,3.71E-06,25CM,TX,1000000,3.71E-12,A2
179,L.8,1,435.5,17.75,18233203.63,41.23221063,21.0625,1.06E-06,25CM,TX,1000000,1.06E-12,A2
180,L.8,2,540,139.1502591,139648695.5,55.37190728,10.78756477,1.31E-07,25CM,TX,1000000,1.31E-13,A2
181,L.8,3,638.5,256.5,256976309.8,87.63062249,18.5,7.06E-06,25CM,TX,1000000,7.06E-12,A2
182,L.8,4,641.5,259.5,259663765.7,106.1843429,20.5,5.08E-06,25CM,TX,1000000,5.08E-12,A2
183,L.10,0,14,13,13515181.14,31.93103894,22,1.53E-06,50CM,TX,1000000,1.53E-12,Sex
184,L.10,1,59.5,87.375,87840130.44,56.47562806,5.5625,8.86E-08,50CM,TX,1000000,8.86E-14,Sex
185,L.3,0,125,49.05970149,49522326.31,35.51312513,5.835820896,6.08E-07,50CM,TX,1000000,6.08E-13,A4
186,L.5,0,171.5,24,24418546.14,39.82636577,2.923076923,5.66E-07,50CM,TX,1000000,5.66E-13,A3
187,L.5,1,207.5,90.7173913,91149067.75,81.27994843,4.913043478,9.24E-07,50CM,TX,1000000,9.24E-13,A3
188,L.7,0,261.5,65.75806452,66278496.41,35.54152721,4.838709677,6.71E-07,50CM,TX,1000000,6.71E-13,A1
189,L.7,1,357.5,247.4153846,247914766.2,67.29379988,8.369230769,3.96E-07,50CM,TX,1000000,3.96E-13,A1
190,L.8,0,433,14,14480597.24,32.61939711,25.33333333,1.69E-06,50CM,TX,1000000,1.69E-12,A2
191,L.8,1,542,141.5329949,142030982.1,56.02690657,10.94416244,2.90E-07,50CM,TX,1000000,2.90E-13,A2
192,L.8,2,641.5,259.5,259663765.7,106.1843429,20.5,5.08E-06,50CM,TX,1000000,5.08E-12,A2
1,L.10,0,3,2,12601013.6,30.7626236,114.6,1.87E-06,25MB,TX,5000000,1.87E-12,Sex
2,L.10,1,7.5,6.5,34396927.78,51.762184,19,1.98E-07,25MB,TX,5000000,1.98E-13,Sex
3,L.10,2,12,12,62903765.13,54.59931286,24.6,1.16E-07,25MB,TX,5000000,1.16E-13,Sex
4,L.10,3,15.5,15.5,79635657.86,54.9159,29.5,3.76E-21,25MB,TX,5000000,3.76E-27,Sex
5,L.10,4,18.5,22,112198072.3,57.88284464,20.25,4.51E-07,25MB,TX,5000000,4.51E-13,Sex
6,L.10,5,23,27,137099710.4,60.51900662,7.6,9.97E-07,25MB,TX,5000000,9.97E-13,Sex
7,L.3,0,28,2,12286252.98,23.73744271,51.6,1.83E-06,25MB,TX,5000000,1.83E-12,A4
8,L.3,1,33,7,37578556.03,39.71958286,14.4,6.40E-08,25MB,TX,5000000,6.40E-14,A4
9,L.3,2,38,12,62368734.68,40.0118,6,-2.19E-21,25MB,TX,5000000,-2.19E-27,A4
10,L.3,3,42,16,81984085.88,40.0118,5.666666667,9.57E-21,25MB,TX,5000000,9.57E-27,A4
11,L.3,4,44.5,22.5,114535699.3,40.58,1.5,1.24E-16,25MB,TX,5000000,1.24E-22,A4
12,L.3,5,46.5,27,136207033.9,40.58,3.5,1.23E-17,25MB,TX,5000000,1.23E-23,A4
13,L.3,6,48,30,150665094.3,40.72205,4,2.68E-07,25MB,TX,5000000,2.68E-13,A4
14,L.5,0,51,2,11868544.34,37.4299,5,6.11E-21,25MB,TX,5000000,6.11E-27,A3
15,L.5,1,56,7,37480178.84,43.13122993,11.8,6.45E-07,25MB,TX,5000000,6.45E-13,A3
16,L.5,2,61,12,62111193.7,69.02317465,15.6,1.09E-06,25MB,TX,5000000,1.09E-12,A3
17,L.5,3,65.5,16.75,85587902.31,91.05855184,30.5,3.39E-07,25MB,TX,5000000,3.39E-13,A3
18,L.5,4,68.5,22,112226761.8,92.3791,1.5,1.26E-17,25MB,TX,5000000,1.26E-23,A3
19,L.5,5,71,26.66666667,136428541.3,92.69476667,2,4.26E-07,25MB,TX,5000000,4.26E-13,A3
20,L.5,6,75,32,162300107.5,94.356556,1.8,3.84E-07,25MB,TX,5000000,3.84E-13,A3
21,L.7,0,80,2,12230456.13,27.82903989,39.4,8.97E-07,25MB,TX,5000000,8.97E-13,A1
22,L.7,1,85,7,38765086.1,38.22075,5.4,4.47E-08,25MB,TX,5000000,4.47E-14,A1
23,L.7,2,90,12,62285434.82,38.3628,2.8,0,25MB,TX,5000000,0.00E+00,A1
24,L.7,3,94.5,16.5,84466624.1,38.3628,2.5,-2.42E-21,25MB,TX,5000000,-2.42E-27,A1
25,L.7,4,98,22.33333333,112588311,38.5522,2.333333333,7.41E-18,25MB,TX,5000000,7.41E-24,A1
26,L.7,5,102,27,137552877.5,40.56162261,8.6,2.86E-07,25MB,TX,5000000,2.86E-13,A1
27,L.7,6,107,32,162244416.2,60.39120173,38.2,5.69E-07,25MB,TX,5000000,5.69E-13,A1
28,L.7,7,112,37,187470859.1,63.1692,41.6,1.07E-21,25MB,TX,5000000,1.07E-27,A1
29,L.7,8,117,42,211937642.9,64.731915,18.2,9.30E-08,25MB,TX,5000000,9.30E-14,A1
30,L.7,9,122,47,237329472.8,66.0105,13.4,-2.67E-21,25MB,TX,5000000,-2.67E-27,A1
31,L.7,10,127,52,262280814.5,66.0105,15.4,6.52E-21,25MB,TX,5000000,6.52E-27,A1
32,L.7,11,132,57,287754324.9,66.34626909,16.2,7.54E-08,25MB,TX,5000000,7.54E-14,A1
33,L.7,12,137,62,312421602.4,70.37180715,38,2.95E-07,25MB,TX,5000000,2.95E-13,A1
34,L.7,13,141,66,332458829.4,83.04378202,61.66666667,1.68E-06,25MB,TX,5000000,1.68E-12,A1
35,L.8,0,145,2,13107785.81,31.89530788,99.4,1.60E-06,25MB,TX,5000000,1.60E-12,A2
36,L.8,1,150,7,37534367.55,53.5356139,53.4,4.02E-07,25MB,TX,5000000,4.02E-13,A2
37,L.8,2,155,12,62350753.51,55.0116,31.8,-2.94E-21,25MB,TX,5000000,-2.94E-27,A2
38,L.8,3,160,17,87414682.98,55.0116,36.4,-7.63E-22,25MB,TX,5000000,-7.63E-28,A2
39,L.8,4,165,22,112914187,55.0116,20.6,3.87E-21,25MB,TX,5000000,3.87E-27,A2
40,L.8,5,170,27,137633683.8,55.0116,58.8,-3.09E-21,25MB,TX,5000000,-3.09E-27,A2
41,L.8,6,175,32,162058556,55.0116,59.2,6.32E-22,25MB,TX,5000000,6.32E-28,A2
42,L.8,7,180,37,187068356.4,55.0116,38,1.51E-20,25MB,TX,5000000,1.51E-26,A2
43,L.8,8,185,42,212841766.7,55.0116,40,8.00E-22,25MB,TX,5000000,8.00E-28,A2
44,L.8,9,190,47,237681412.9,56.17661456,70.8,2.78E-07,25MB,TX,5000000,2.78E-13,A2
45,L.8,10,194,51,256885763.6,90.46824836,62.33333333,6.03E-06,25MB,TX,5000000,6.03E-12,A2
46,L.10,0,5,4,22288086.57,40.09576156,72.11111111,1.24E-06,50MB,TX,5000000,1.24E-12,Sex
47,L.10,1,13,13,67684305.91,54.68976633,26,8.25E-08,50MB,TX,5000000,8.25E-14,Sex
48,L.10,2,21,24.77777778,126032315.7,59.34737907,13.22222222,7.24E-07,50MB,TX,5000000,7.24E-13,Sex
49,L.3,0,30.5,4.5,24932404.5,31.72851278,33,9.49E-07,50MB,TX,5000000,9.49E-13,A4
50,L.3,1,39.5,13.5,69724491.38,40.0118,5.875,1.17E-21,50MB,TX,5000000,1.17E-27,A4
51,L.3,2,45.5,24.75,125371366.6,40.58,2.5,4.96E-17,50MB,TX,5000000,4.96E-23,A4
52,L.3,3,48,30,150665094.3,40.72205,4,2.68E-07,50MB,TX,5000000,2.68E-13,A4
53,L.5,0,53.5,4.5,24674361.59,40.28056496,8.4,4.03E-07,50MB,TX,5000000,4.03E-13,A3
54,L.5,1,63,14.11111111,72545286.42,78.81667562,22.22222222,8.09E-07,50MB,TX,5000000,8.09E-13,A3
55,L.5,2,70,24.8,126747829.5,92.5685,1.8,2.84E-07,50MB,TX,5000000,2.84E-13,A3
56,L.5,3,75,32,162300107.5,94.356556,1.8,3.84E-07,50MB,TX,5000000,3.84E-13,A3
57,L.7,0,82.5,4.5,25497771.11,33.02489495,22.4,5.18E-07,50MB,TX,5000000,5.18E-13,A1
58,L.7,1,92,14,72143741.17,38.3628,2.666666667,-1.45E-21,50MB,TX,5000000,-1.45E-27,A1
59,L.7,2,100.5,25.25,128191165.1,39.80808913,6.25,1.91E-07,50MB,TX,5000000,1.91E-13,A1
60,L.7,3,109.5,34.5,174857637.6,61.78020087,39.9,2.85E-07,50MB,TX,5000000,2.85E-13,A1
61,L.7,4,119.5,44.5,224633557.9,65.3712075,15.8,4.65E-08,50MB,TX,5000000,4.65E-14,A1
62,L.7,5,129.5,54.5,275017569.7,66.17838455,15.8,3.77E-08,50MB,TX,5000000,3.77E-14,A1
63,L.7,6,138.5,63.5,319935562.6,75.12379773,46.875,8.15E-07,50MB,TX,5000000,8.15E-13,A1
64,L.8,0,147.5,4.5,25321076.68,42.71546089,76.4,9.99E-07,50MB,TX,5000000,9.99E-13,A2
65,L.8,1,157.5,14.5,74882718.24,55.0116,34.1,-1.85E-21,50MB,TX,5000000,-1.85E-27,A2
66,L.8,2,167.5,24.5,125273935.4,55.0116,39.7,3.90E-22,50MB,TX,5000000,3.90E-28,A2
67,L.8,3,177.5,34.5,174563456.2,55.0116,48.6,7.89E-21,50MB,TX,5000000,7.89E-27,A2
68,L.8,4,187.5,44.5,225261589.8,55.59410728,55.4,1.39E-07,50MB,TX,5000000,1.39E-13,A2
69,L.8,5,194,51,256885763.6,90.46824836,62.33333333,6.03E-06,50MB,TX,5000000,6.03E-12,A2
70,L.10,0,1.5,0.5,5090832.091,13.40455384,132,3.00E-06,25CM,TX,5000000,3.00E-12,Sex
71,L.10,1,4.5,3.5,19793246.15,44.17303658,83.5,9.85E-07,25CM,TX,5000000,9.85E-13,Sex
72,L.10,2,16,17.63157895,90490479.63,56.54291452,18.52631579,3.75E-07,25CM,TX,5000000,3.75E-13,Sex
73,L.3,0,26.5,0.5,5137052.393,10.23644855,63.5,3.12E-06,25CM,TX,5000000,3.12E-12,A4
74,L.3,1,38,13.38095238,68999830.09,39.04517527,12.57142857,1.85E-07,25CM,TX,5000000,1.85E-13,A4
75,L.5,1,53,4,22295728.18,39.01242357,8.444444444,3.04E-07,25CM,TX,5000000,3.04E-13,A3
76,L.5,2,59.5,10.5,54188782.52,58.72088563,6.25,1.05E-06,25CM,TX,5000000,1.05E-12,A3
77,L.5,3,69.5,23.625,120467137.2,91.29910347,12.5625,5.12E-07,25CM,TX,5000000,5.12E-13,A3
78,L.7,0,78.5,0.5,4336222.384,14.71099103,80,2.03E-06,25CM,TX,5000000,2.03E-12,A1
79,L.7,1,92,14.88,76845130.3,38.58227522,5.52,9.71E-08,25CM,TX,5000000,9.71E-14,A1
80,L.7,2,122,47,237348447.6,65.290199,25.85714286,1.48E-07,25CM,TX,5000000,1.48E-13,A1
81,L.7,3,141,66,332458829.4,83.04378202,61.66666667,1.68E-06,25CM,TX,5000000,1.68E-12,A1
82,L.8,0,143,0,2732750.764,5.936955897,195,3.27E-06,25CM,TX,5000000,3.27E-12,A2
83,L.8,1,145.5,2.5,15701544.57,38.38489588,75.5,1.18E-06,25CM,TX,5000000,1.18E-12,A2
84,L.8,2,170.5,27.5,139998067.4,55.25081426,46.02173913,1.15E-07,25CM,TX,5000000,1.15E-13,A2
85,L.8,3,194,51,258159798.5,96.81943119,109,7.62E-06,25CM,TX,5000000,7.62E-12,A2
86,L.8,4,195,52,260075225.8,107.015,6,8.57E-06,25CM,TX,5000000,8.57E-12,A2
87,L.10,0,3.5,2.5,14892441.46,33.91687567,99.66666667,1.66E-06,50CM,TX,5000000,1.66E-12,Sex
88,L.10,1,16,17.63157895,90490479.63,56.54291452,18.52631579,3.75E-07,50CM,TX,5000000,3.75E-13,Sex
89,L.3,0,37,12.26086957,63446545.07,36.5400686,17,4.65E-07,50CM,TX,5000000,4.65E-13,A4
90,L.5,0,53,4,22295728.18,39.01242357,8.444444444,3.04E-07,50CM,TX,5000000,3.04E-13,A3
91,L.5,1,67.5,21,107211466.3,84.7834599,11.3,6.77E-07,50CM,TX,5000000,6.77E-13,A3
92,L.7,0,91,13.81481481,71474100.08,36.81403194,11.03703704,2.90E-07,50CM,TX,5000000,2.90E-13,A1
93,L.7,1,123.5,48.5,244857161.9,66.69179766,28.68421053,2.69E-07,50CM,TX,5000000,2.69E-13,A1
94,L.8,0,145,2,13107785.81,31.89530788,99.4,1.60E-06,50CM,TX,5000000,1.60E-12,A2
95,L.8,1,171,28,142512146.8,56.13525292,47.36170213,2.75E-07,50CM,TX,5000000,2.75E-13,A2
96,L.8,2,195,52,260075225.8,107.015,6,8.57E-06,50CM,TX,5000000,8.57E-12,A2
