,LG,LG_block,X,position_window,Position_on_LG,CM_position,n,coefficient,block_size,cytotype,window_size,coefficient_MB,LG_final
346,L.7,0,607.508474576271,3176.71186440678,317720036.904623,26.7288283770324,5.30508474576271,-1.36449227131841e-05,50CM,NC,100000,-13.6449227131841,A1
347,L.7,1,580.555555555556,2625.88888888889,262625240.489839,62.1125151866667,5,-3.40167873681324e-18,50CM,NC,100000,-3.40167873681324e-12,A1
348,L.7,2,555.54,392.64,39307007.0131717,125.638003398424,4.3,-2.07499568370936e-06,50CM,NC,100000,-2.07499568370936,A1
349,L.7,3,525.375,226,22653812.6300893,157.408852831976,5.875,-5.26685174767532e-05,50CM,NC,100000,-52.6685174767532,A1
350,L.8,0,1215.5935483871,2447.34838709677,244784275.123614,28.8832072998952,5.45806451612903,3.65079165036692e-06,50CM,NC,100000,3.65079165036692,A2
351,L.8,1,912.080338266385,1113.42283298097,111390454.004716,59.3513571088681,3.40169133192389,3.2811011920374e-05,50CM,NC,100000,32.811011920374,A2
352,L.8,2,675.266666666667,93.5333333333333,9405393.46767974,112.522589909333,3.73333333333333,0.000324082136876987,50CM,NC,100000,324.082136876987,A2
353,L.8,3,1118,2214,221434617,167.0674573,1,NA,50CM,NC,100000,NA,A2
354,NA,1,1303,0,0,55.57914791,1,NA,50CM,NC,100000,NA,NA
355,L.10,0,55,182.834862385321,9167235.73843642,101.272808022824,3.47706422018349,-0.00132932688091729,25MB,NC,50000,-1329.32688091729,Sex
356,L.10,1,125,742.967741935484,37176202.156682,57.554649385,2.41935483870968,-6.22079631435112e-05,25MB,NC,50000,-62.2079631435112,Sex
357,L.10,2,146,1254.45454545455,62757805.7424242,55.6801621681818,2,-2.95814176464261e-17,25MB,NC,50000,-2.95814176464261e-11,Sex
358,L.10,3,157.5,1594.16666666667,79730695.1458333,55.57914791,1.66666666666667,-3.06869696052347e-17,25MB,NC,50000,-3.06869696052347e-11,Sex
359,L.10,4,166,2406,120322840.75,50.79511513,3.4,1.37477874366965e-18,25MB,NC,50000,1.37477874366965e-12,Sex
360,L.10,5,171,2661.6,133102472,58.263743384,2.2,1.23878831492948e-17,25MB,NC,50000,1.23878831492948e-11,Sex
361,L.3,0,250,249.915032679739,12518788.9569568,35.0271357732246,3.22875816993464,-7.90749521071441e-08,25MB,NC,50000,-0.0790749521071441,A4
362,L.3,1,341,576.137931034483,28831050.3204788,19.3197807264193,4.6551724137931,2.9070499498087e-05,25MB,NC,50000,29.070499498087,A4
363,L.5,0,425.5,217.428571428571,10896884.0427251,32.2627557568717,3.2,-2.77680030320236e-07,25MB,NC,50000,-0.277680030320236,A3
364,L.5,1,526,641.770491803279,32117002.219591,35.6618404160383,3.01639344262295,0.000168780011750063,25MB,NC,50000,168.780011750063,A3
365,L.5,2,557,1462,73115029,18.89920562,1,NA,25MB,NC,50000,NA,A3
366,L.5,3,572.5,1759.66666666667,88008781.8846032,50.79511513,2.4,1.38970488076051e-17,25MB,NC,50000,1.38970488076051e-11,A3
367,L.5,4,598,2168.52380952381,108453347.496145,50.79511513,2.47619047619048,-4.57876605568828e-17,25MB,NC,50000,-4.57876605568827e-11,A3
368,L.5,5,615.5,2697.21428571429,134877425.714286,51.5170550914286,1.21428571428571,4.78287384448983e-17,25MB,NC,50000,4.78287384448983e-11,A3
369,L.7,0,664.5,94.3333333333333,4742503.33431777,132.444486017877,3.5,-9.88743092666171e-06,25MB,NC,50000,-9.88743092666171,A1
370,L.7,5,709,2810.6,140549476.222222,0,4,0,25MB,NC,50000,0,A1
371,L.7,6,712.5,3333,166656086.555555,70.756062455,5,1.57081057677887e-17,25MB,NC,50000,1.57081057677887e-11,A1
372,L.7,7,714.5,3636.5,181848153.5,67.31107719,1,NA,25MB,NC,50000,NA,A1
373,L.7,12,716.5,6446.5,322365609,20.72993607,1,NA,25MB,NC,50000,NA,A1
374,L.7,13,755,6784.41333333333,339242226.700327,37.6551578596911,4.52,3.14469619478404e-06,25MB,NC,50000,3.14469619478404,A1
375,L.8,0,858.5,214.015151515152,10724481.7046816,85.0135526264391,3.43939393939394,-3.13149448911805e-05,25MB,NC,50000,-31.3149448911805,A2
376,L.8,1,961.5,705.405405405405,35296928.2985053,70.9256106438063,2.14864864864865,0.000235953269541221,25MB,NC,50000,235.953269541221,A2
377,L.8,2,1018.5,1225.475,61301569.7870971,54.8737674335,2.425,2.78360030954185e-17,25MB,NC,50000,2.78360030954185e-11,A2
378,L.8,3,1060,1725.62790697674,86303986.2725914,51.6392333939535,2.81395348837209,2.77939113081011e-05,25MB,NC,50000,27.7939113081011,A2
379,L.8,4,1104.5,2264.02173913043,113225314.683288,51.7162984168944,3.78260869565217,-2.92004547975495e-05,25MB,NC,50000,-29.2004547975495,A2
380,L.8,5,1149,2727.13953488372,136384837.177713,52.4471195074419,2.32558139534884,3.72875788205599e-20,25MB,NC,50000,3.72875788205599e-14,A2
381,L.8,6,1197,3256.15094339623,162833525.780818,55.3903229922642,2.37735849056604,-2.42633654242324e-17,25MB,NC,50000,-2.42633654242324e-11,A2
382,L.8,7,1248,3695.42857142857,184794646.765727,55.5781994885714,3.08163265306122,0.000297739144118434,25MB,NC,50000,297.739144118434,A2
383,L.8,8,1303,4283.5737704918,214202332.224464,56.4944421660656,4,8.4367586734192e-18,25MB,NC,50000,8.4367586734192e-12,A2
384,L.8,9,1395,4776.0325203252,238829168.009534,44.4203984766938,4.60975609756098,-8.69523923229888e-07,25MB,NC,50000,-0.869523923229888,A2
385,L.8,10,1508,5112.81553398058,255665078.220606,15.9696178187844,3.64077669902913,-4.85420484218697e-05,25MB,NC,50000,-48.5420484218697,A2
386,NA,0,1560,0,0,55.57914791,1,NA,25MB,NC,50000,NA,NA
387,L.10,0,70.5,306.864285714286,15369221.1596194,91.5923586101633,3.24285714285714,-0.00107590309736253,50MB,NC,50000,-1075.90309736253,Sex
388,L.10,1,152,1431.69565217391,71613226.3007246,55.6274590769565,1.82608695652174,-3.00727740725633e-17,50MB,NC,50000,-3.00727740725633e-11,Sex
389,L.10,2,168.5,2533.8,126712656.375,54.529429257,2.8,3.21029614460717e-18,50MB,NC,50000,3.21029614460717e-12,Sex
390,L.3,0,264.5,301.895604395604,15117995.4379576,32.5243154635688,3.45604395604396,4.69542431128672e-06,50MB,NC,50000,4.69542431128672,A4
391,L.5,0,456,346.208955223881,17336820.4048585,33.2943187628874,3.14427860696517,5.33914284713889e-05,50MB,NC,50000,53.3914284713889,A3
392,L.5,1,572,1750.06451612903,87528338.2431644,49.7662148232258,2.35483870967742,1.38970488076051e-17,50MB,NC,50000,1.38970488076051e-11,A3
393,L.5,2,605,2380,119022978.783401,51.0838911145714,1.97142857142857,-2.70643807565265e-17,50MB,NC,50000,-2.70643807565265e-11,A3
394,L.7,0,664.5,94.3333333333333,4742503.33431777,132.444486017877,3.5,-9.88743092666171e-06,50MB,NC,50000,-9.88743092666171,A1
395,L.7,2,709,2810.6,140549476.222222,0,4,0,50MB,NC,50000,0,A1
396,L.7,3,713.5,3484.75,174252120.027778,69.0335698225,3,1.57081057677887e-17,50MB,NC,50000,1.57081057677887e-11,A1
397,L.7,6,754,6775.63636363636,338803872.993825,37.2155417093095,4.42857142857143,3.14469619478404e-06,50MB,NC,50000,3.14469619478404,A1
398,L.8,0,895.5,390.533980582524,19551477.0830454,79.9528356035516,2.97572815533981,5.61976562946502e-05,50MB,NC,50000,56.1976562946502,A2
399,L.8,1,1040,1484.59036144578,74254628.9301845,53.1980449792771,2.62650602409639,1.59667150067933e-05,50MB,NC,50000,15.9667150067933,A2
400,L.8,2,1126,2487.77528089888,124414746.899695,52.0693917527769,3.07865168539326,-1.64584381586188e-05,50MB,NC,50000,-16.4584381586188,A2
401,L.8,3,1221.5,3467.17647058824,173383476.057882,55.480577387549,2.7156862745098,0.00016940330613634,50MB,NC,50000,169.40330613634,A2
402,L.8,4,1364.5,4612.77173913043,230664836.580788,48.4232064389312,4.40760869565217,-6.0738803460657e-07,50MB,NC,50000,-0.60738803460657,A2
403,L.8,5,1508,5112.81553398058,255665078.220606,15.9696178187844,3.64077669902913,-4.85420484218697e-05,50MB,NC,50000,-48.5420484218697,A2
404,NA,0,1560,0,0,55.57914791,1,NA,50MB,NC,50000,NA,NA
405,L.10,1,7.71428571428571,23.8571428571429,1223721.45578231,40.5559318685714,5.71428571428571,6.92771792876463e-17,25CM,NC,50000,6.92771792876463e-11,Sex
406,L.10,2,134.418918918919,1117.58108108108,55906084.5633848,56.9975251094595,2.25675675675676,-0.00240054591351039,25CM,NC,50000,-2400.54591351039,Sex
407,L.10,3,90.9,407.35,20389746.1734524,95.22074630075,2.75,-0.000149851963162643,25CM,NC,50000,-149.851963162643,Sex
408,L.10,4,50.5409836065574,158.491803278689,7951997.11024827,111.716633120785,3.60655737704918,-1.75253578158278e-05,25CM,NC,50000,-17.5253578158278,Sex
409,L.10,5,13.5454545454545,49.5454545454545,2494425.08529412,129.710739018182,3.81818181818182,-4.28538013117072e-19,25CM,NC,50000,-4.28538013117072e-13,Sex
410,L.3,0,316.652777777778,466.361111111111,23342163.3733223,19.3779850039883,3.48611111111111,1.50317932731633e-05,25CM,NC,50000,15.0317932731633,A4
411,L.3,1,234.290697674419,201.081395348837,10076156.8662019,36.1151389334693,3.55813953488372,-8.31728712897888e-07,25CM,NC,50000,-0.831728712897888,A4
412,L.3,2,209.045454545455,149.545454545455,7503007.65162338,55.2270807815455,3.18181818181818,-4.89210132584622e-06,25CM,NC,50000,-4.89210132584622,A4
413,L.3,3,274,330,16512552,80.68750321,1,NA,25CM,NC,50000,NA,A4
414,L.3,4,318,454,22711196,122.6252654,1,NA,25CM,NC,50000,NA,A4
415,L.5,0,439.359375,297.015625,14877382.5938754,15.3354732227402,4.078125,2.40093608359578e-06,25CM,NC,50000,2.40093608359578,A3
416,L.5,1,456.396825396825,331.134920634921,16582537.1021313,40.6881948427381,2.80952380952381,8.93848106954705e-05,25CM,NC,50000,89.3848106954705,A3
417,L.5,2,583.61038961039,1901.4025974026,95095214.070872,50.8397932912987,2.06493506493507,3.63266162002376e-17,25CM,NC,50000,3.63266162002376e-11,A3
418,L.7,0,759.131578947368,5958.55263157895,297951477.971648,13.7927286245614,3.78947368421053,2.74901277798754e-05,25CM,NC,50000,27.4901277798754,A1
419,L.7,1,738.971428571429,6731.11428571429,336576177.846794,39.1068916478143,4.82857142857143,-2.46953153183224e-05,25CM,NC,50000,-24.6953153183224,A1
420,L.7,2,718.857142857143,5791.14285714286,289575880.471062,56.16081298,5,-9.77160690501389e-18,25CM,NC,50000,-9.77160690501389e-12,A1
421,L.7,3,713,3365.5,168298000.555555,82.94347291,5,1.57081057677887e-17,25CM,NC,50000,1.57081057677887e-11,A1
422,L.7,4,704.363636363636,1167.0303030303,58372765.227862,115.801873439394,3.72727272727273,-6.49775853832656e-06,25CM,NC,50000,-6.49775853832656,A1
423,L.7,5,660.451612903226,78.2903225806452,3940772.75860215,135.854110345161,3.03225806451613,-3.00604482990431e-06,25CM,NC,50000,-3.00604482990431,A1
424,L.7,6,641.166666666667,309.083333333333,15483733.4093483,157.593793338403,3.83333333333333,-2.31131908531023e-05,25CM,NC,50000,-23.1131908531023,A1
425,L.8,0,1521.75,5138.61111111111,256954857.335777,9.68509084182584,3.65277777777778,-7.08701413687098e-05,25CM,NC,50000,-70.8701413687099,A2
426,L.8,1,1409.09375,4779.0078125,238977429.849843,39.0810043021615,4.5390625,-7.96760787358391e-07,25CM,NC,50000,-0.796760787358391,A2
427,L.8,2,1136.51963048499,2570.85912240185,128567894.156157,54.9557919410287,3.11778290993072,3.53917264386787e-05,25CM,NC,50000,35.3917264386787,A2
428,L.8,3,919.989247311828,524.096774193548,26230493.2643978,81.2991271327778,2.80645161290323,5.15883594481897e-06,25CM,NC,50000,5.15883594481897,A2
429,L.8,4,826.7,151.525,7599227.26790266,112.755449120875,2.8,0.000309882147070013,25CM,NC,50000,309.882147070013,A2
430,L.8,6,1322,4428,221434617,167.0674573,1,NA,25CM,NC,50000,NA,A2
431,NA,2,1560,0,0,55.57914791,1,NA,25CM,NC,50000,NA,NA
432,L.10,0,7.71428571428571,23.8571428571429,1223721.45578231,40.5559318685714,5.71428571428571,6.92771792876463e-17,50CM,NC,50000,6.92771792876463e-11,Sex
433,L.10,1,125.159574468085,966.468085106383,48349416.820846,65.1301253629255,2.36170212765957,-0.00181536548641998,50CM,NC,50000,-1815.36548641998,Sex
434,L.10,2,44.8888888888889,141.847222222222,7118201.38421361,114.465732632887,3.63888888888889,-1.55338398822111e-05,50CM,NC,50000,-15.5338398822111,Sex
435,L.3,0,271.822784810127,321.96835443038,16121425.6542568,28.4880814466172,3.5253164556962,6.01135920265791e-06,50CM,NC,50000,6.01135920265791,A4
436,L.3,1,211.869565217391,157.391304347826,7894726.97111801,56.3340556697391,3.08695652173913,-4.89210132584622e-06,50CM,NC,50000,-4.89210132584622,A4
437,L.3,2,318,454,22711196,122.6252654,1,NA,50CM,NC,50000,NA,A4
438,L.5,0,450.657894736842,319.642105263158,16008169.2677714,32.1483307181072,3.23684210526316,5.55976858462299e-05,50CM,NC,50000,55.5976858462299,A3
439,L.5,1,583.61038961039,1901.4025974026,95095214.070872,50.8397932912987,2.06493506493507,3.63266162002376e-17,50CM,NC,50000,3.63266162002376e-11,A3
440,L.7,0,749.465753424658,6328.95890410959,316470169.692608,25.9296561014635,4.28767123287671,3.21782866443456e-06,50CM,NC,50000,3.21782866443456,A1
441,L.7,1,717.555555555556,5252.11111111111,262625240.489839,62.1125151866667,5,-3.40167873681324e-18,50CM,NC,50000,-3.40167873681324e-12,A1
442,L.7,2,683.09375,639.671875,32007268.8755642,125.514675690625,3.390625,-4.8861983652086e-06,50CM,NC,50000,-4.8861983652086,A1
443,L.7,3,641.166666666667,309.083333333333,15483733.4093483,157.593793338403,3.83333333333333,-2.31131908531023e-05,50CM,NC,50000,-23.1131908531023,A1
444,L.8,0,1449.65,4908.465,245449303.744779,28.4984754564406,4.22,-2.38208715498024e-05,50CM,NC,50000,-23.8208715498024,A2
445,L.8,1,1098.23574144487,2208.97908745247,110474019.093546,59.6134538665661,3.06273764258555,3.10864097544265e-05,50CM,NC,50000,31.0864097544265,A2
446,L.8,2,826.7,151.525,7599227.26790266,112.755449120875,2.8,0.000309882147070013,50CM,NC,50000,309.882147070013,A2
447,L.8,3,1322,4428,221434617,167.0674573,1,NA,50CM,NC,50000,NA,A2
448,NA,1,1560,0,0,55.57914791,1,NA,50CM,NC,50000,NA,NA
