,LG,LG_block,X,position_window,Position_on_LG,CM_position,n,coefficient,block_size,cytotype,window_size,coefficient_MB,LG_final
1,L.10,0,3,2,12370349.9730733,90.6835122202328,75.8,-2.96187802925505e-07,25MB,NC,5000000,-0.296187802925505,Sex
2,L.10,1,8,7,37017351.9823864,57.8251802535795,15,7.49389412579747e-07,25MB,NC,5000000,0.749389412579747,Sex
3,L.10,2,12.5,12,63014971.7125,55.718042515,5.5,-1.89956203538847e-21,25MB,NC,5000000,-1.89956203538847e-15,Sex
4,L.10,3,16,16.3333333333333,85264578.5106838,55.57914791,6.66666666666667,-2.67164329869516e-17,25MB,NC,5000000,-2.67164329869516e-11,Sex
5,L.10,4,18.5,23.5,121136775.151515,50.79511513,8.5,3.1472928257719e-21,25MB,NC,5000000,3.1472928257719e-15,Sex
6,L.10,5,20.5,26.5,134128977.25,54.687247035,5.5,1.12502990619779e-05,25MB,NC,5000000,11.2502990619779,Sex
7,L.3,0,24,2,12649342.2512534,33.7518253638093,98.8,-2.22797295196748e-06,25MB,NC,5000000,-2.22797295196748,A4
8,L.3,1,27.5,7,36146422.2293307,31.4849755241919,67.5,-9.94606357605461e-06,25MB,NC,5000000,-9.94606357605461,A4
9,L.5,0,31,2,12601550.5482952,32.2707629544948,89.6,2.31023700425653e-07,25MB,NC,5000000,0.231023700425653,A3
10,L.5,1,36,7,37161663.7932414,44.4863028291479,36.8,-4.75262778251375e-07,25MB,NC,5000000,-0.475262778251375,A3
11,L.5,2,39,14,73115029,18.89920562,1,NA,25MB,NC,5000000,NA,A3
12,L.5,3,41.5,17.5,89738901.2914708,50.79511513,18,1.27582319501521e-21,25MB,NC,5000000,1.27582319501521e-15,A3
13,L.5,4,46,22,112974281.853147,50.79511513,10.4,4.06746439305096e-21,25MB,NC,5000000,4.06746439305096e-15,A3
14,L.5,5,50.5,26.5,134319865.925,51.0477941165,4.25,-6.97773541802034e-08,25MB,NC,5000000,-0.0697773541802034,A3
15,L.7,0,54.5,1.5,9438995.10450858,100.016549887413,73.5,-1.66871054687003e-06,25MB,NC,5000000,-1.66871054687003,A1
16,L.7,5,57,28,140610508.25,0,20,0,25MB,NC,5000000,0,A1
17,L.7,6,58.5,33,166656086.555555,70.756062455,5,1.57081057677887e-17,25MB,NC,5000000,1.57081057677887e-11,A1
18,L.7,7,60.5,36,181848153.5,67.31107719,1,NA,25MB,NC,5000000,NA,A1
19,L.7,12,62,64,322365609,20.72993607,2,2.35837167898541e-05,25MB,NC,5000000,23.5837167898541,A1
20,L.7,13,64,67,337890959.485134,38.221997261625,113,3.05227483937135e-06,25MB,NC,5000000,3.05227483937135,A1
21,L.8,0,68,2,12779868.8281975,80.3120824511596,90.8,-1.74418604239382e-06,25MB,NC,5000000,-1.74418604239382,A2
22,L.8,1,73,7,37269116.4117525,72.5406496625995,31.8,1.08950386456975e-06,25MB,NC,5000000,1.08950386456975,A2
23,L.8,2,78,12,62341595.5159298,54.083342111538,19.4,-2.74224193713674e-07,25MB,NC,5000000,-0.274224193713674,A2
24,L.8,3,83,17,87402448.2728355,51.6982876993896,24.2,5.40131351896544e-08,25MB,NC,5000000,0.0540131351896544,A2
25,L.8,4,88,22,112692549.313061,51.739101138178,34.8,2.42980340058259e-08,25MB,NC,5000000,0.0242980340058259,A2
26,L.8,5,93,27,137342983.475048,51.9695406567037,20,-6.55459238702457e-08,25MB,NC,5000000,-0.0655459238702457,A2
27,L.8,6,98,32,162421234.205741,55.1634710119395,25.2,1.71845205181014e-07,25MB,NC,5000000,0.171845205181014,A2
28,L.8,7,103,37,187097389.367272,54.7564975260143,30.2,-3.94893843458347e-07,25MB,NC,5000000,-0.394893843458347,A2
29,L.8,8,108,42,212296699.859857,52.748552081287,48.8,1.63311064709558e-06,25MB,NC,5000000,1.63311064709558,A2
30,L.8,9,113,47,237527396.17369,45.2130766220214,113.4,-6.84205908698921e-07,25MB,NC,5000000,-0.684205908698921,A2
31,L.8,10,117,51,256809934.372744,11.890777952614,125,-2.72774000960537e-06,25MB,NC,5000000,-2.72774000960537,A2
32,NA,0,119,0,0,55.57914791,1,NA,25MB,NC,5000000,NA,NA
33,L.10,0,5.5,4.5,24693850.9777298,74.2543462369062,45.4,2.26600804827121e-07,50MB,NC,5000000,0.226600804827121,Sex
34,L.10,1,14,13.8571428571429,72550517.4831502,55.6585162557143,6,-1.14509853155709e-17,50MB,NC,5000000,-1.14509853155709e-11,Sex
35,L.10,2,19.5,25,127632876.200758,52.7411810825,7,3.75009968732597e-06,50MB,NC,5000000,3.75009968732597,Sex
36,L.3,0,25,3.42857142857143,19362793.6735612,33.1041539810615,89.8571428571429,-4.43314170170666e-06,50MB,NC,5000000,-4.43314170170666,A4
37,L.5,0,33.5,4.5,24881607.1707683,38.3785328918214,63.2,-1.22119538912861e-07,50MB,NC,5000000,-0.122119538912861,A3
38,L.5,1,41,16.8,86414126.8331766,44.415933228,14.6,1.27582319501521e-21,50MB,NC,5000000,1.27582319501521e-15,A3
39,L.5,2,48,24,122461208.107304,50.9074169017778,7.66666666666667,-3.48886770900997e-08,50MB,NC,5000000,-0.0348886770900997,A3
40,L.7,0,54.5,1.5,9438995.10450858,100.016549887413,73.5,-1.66871054687003e-06,50MB,NC,5000000,-1.66871054687003,A1
41,L.7,2,57,28,140610508.25,0,20,0,50MB,NC,5000000,0,A1
42,L.7,3,59.5,34.5,174252120.027778,69.0335698225,3,1.57081057677887e-17,50MB,NC,5000000,1.57081057677887e-11,A1
43,L.7,6,63.5,66.25,334009621.86385,33.8489819637187,85.25,8.18513532699204e-06,50MB,NC,5000000,8.18513532699204,A1
44,L.8,0,70.5,4.5,25024492.619975,76.4263660568796,61.3,-3.27341088912035e-07,50MB,NC,5000000,-0.327341088912035,A2
45,L.8,1,80.5,14.5,74872021.8943827,52.8908149054638,21.8,-1.1010552926201e-07,50MB,NC,5000000,-0.11010552926201,A2
46,L.8,2,90.5,24.5,125017766.394055,51.8543208974409,27.4,-2.06239449322099e-08,50MB,NC,5000000,-0.0206239449322099,A2
47,L.8,3,100.5,34.5,174759311.786506,54.9599842689769,27.7,-1.11524319138666e-07,50MB,NC,5000000,-0.111524319138666,A2
48,L.8,4,110.5,44.5,224912048.016773,48.9808143516542,81.1,4.74452369198328e-07,50MB,NC,5000000,0.474452369198328,A2
49,L.8,5,117,51,256809934.372744,11.890777952614,125,-2.72774000960537e-06,50MB,NC,5000000,-2.72774000960537,A2
50,NA,0,119,0,0,55.57914791,1,NA,50MB,NC,5000000,NA,NA
51,L.10,2,13,13.8823529411765,72087438.2606087,55.917279643994,9.23529411764706,9.14141839542109e-07,25CM,NC,5000000,0.914141839542109,Sex
52,L.10,3,2.5,1.5,9873579.68325792,89.8264424037621,72.5,2.15787280949242e-06,25CM,NC,5000000,2.15787280949242,Sex
53,L.10,4,2.5,1.5,10045013.5827586,106.43558086682,111,-2.71285397074482e-06,25CM,NC,5000000,-2.71285397074482,Sex
54,L.3,0,26.5,4.5,24539875.3249189,20.2802945756257,97.5,-5.86386877652981e-07,25CM,NC,5000000,-0.586386877652981,A4
55,L.3,1,24.4,3,17291961.0130181,38.2336977432358,86.8,-5.97184363132813e-06,25CM,NC,5000000,-5.97184363132813,A4
56,L.5,0,34,7,37578659.1272727,15.0507069714727,83,5.45501776450714e-06,25CM,NC,5000000,5.45501776450714,A3
57,L.5,1,33.625,4.625,25241436.5566422,40.2929479856585,58.125,-8.34526644243721e-07,25CM,NC,5000000,-0.834526644243721,A3
58,L.5,2,45.3571428571429,21,107567769.152258,50.8276249532857,10.2142857142857,-1.90301874751431e-08,25CM,NC,5000000,-0.0190301874751431,A3
59,L.7,0,58.3333333333333,31.6666666666667,160641203.861111,12.8069569022222,8.33333333333333,8.80197647775615e-06,25CM,NC,5000000,8.80197647775615,A1
60,L.7,1,64.5,67.5,340102609.600582,32.0262482534544,140,5.79227529610365e-06,25CM,NC,5000000,5.79227529610365,A1
61,L.7,2,61,45.6666666666667,231293379.418079,53.620276249322,20.3333333333333,-2.42772607409324e-06,25CM,NC,5000000,-2.42772607409324,A1
62,L.7,3,59,33.5,168298000.555555,82.94347291,5,1.57081057677887e-17,25CM,NC,5000000,1.57081057677887e-11,A1
63,L.7,4,54.5,1.5,8371349.06884058,115.284711736956,70,-1.86071573895508e-06,25CM,NC,5000000,-1.86071573895508,A1
64,L.7,6,53,0,2065787.94701987,151.805841439073,151,-5.77562335298433e-06,25CM,NC,5000000,-5.77562335298433,A1
65,L.8,0,117.5,51.5,258929433.680234,4.04274558174707,107,-2.82933509685149e-06,25CM,NC,5000000,-2.82933509685149,A2
66,L.8,1,112.571428571429,46.5714285714286,235169898.071144,43.2115362681456,109.571428571429,-5.82306401241367e-07,25CM,NC,5000000,-0.582306401241367,A2
67,L.8,2,90.2105263157895,24.2105263157895,123444239.076968,54.5303967989501,33.2368421052632,1.42690445404966e-07,25CM,NC,5000000,0.142690445404966,A2
68,L.8,3,71.8,5.8,31721279.3887085,79.8383598065921,40.8,8.54363598494399e-07,25CM,NC,5000000,0.854363598494399,A2
69,L.8,4,66,0,2750574.50833333,104.882216228417,120,-9.09388507475019e-06,25CM,NC,5000000,-9.09388507475019,A2
70,NA,2,119,0,0,55.57914791,1,NA,25CM,NC,5000000,NA,NA
71,L.10,1,11.8947368421053,12.5789473684211,65538611.0419402,59.4866651976538,15.8947368421053,1.05233416953659e-06,50CM,NC,5000000,1.05233416953659,Sex
72,L.10,2,2.5,1.5,10045013.5827586,106.43558086682,111,-2.71285397074482e-06,50CM,NC,5000000,-2.71285397074482,Sex
73,L.3,0,25,3.42857142857143,19362793.6735612,33.1041539810615,89.8571428571429,-4.43314170170666e-06,50CM,NC,5000000,-4.43314170170666,A4
74,L.5,0,33.7,5.1,27708881.0707683,35.2444997828214,63.1,-1.35688376604737e-07,50CM,NC,5000000,-0.135688376604737,A3
75,L.5,1,45.3571428571429,21,107567769.152258,50.8276249532857,10.2142857142857,-1.90301874751431e-08,50CM,NC,5000000,-0.0190301874751431,A3
76,L.7,0,60.8,46,232425766.156899,20.4946734427151,61,7.59809600509515e-06,50CM,NC,5000000,7.59809600509515,A1
77,L.7,1,60.2,40.8,206095227.87307,65.3495549135932,14.2,-1.21386303703877e-06,50CM,NC,5000000,-1.21386303703877,A1
78,L.7,2,54.5,1.5,8371349.06884058,115.284711736956,70,-1.86071573895508e-06,50CM,NC,5000000,-1.86071573895508,A1
79,L.7,3,53,0,2065787.94701987,151.805841439073,151,-5.77562335298433e-06,50CM,NC,5000000,-5.77562335298433,A1
80,L.8,0,113.666666666667,47.6666666666667,240449794.873164,34.507360560057,109,-1.08164611137695e-06,50CM,NC,5000000,-1.08164611137695,A2
81,L.8,1,88.0697674418605,22.0697674418605,112778778.648101,57.4731831951876,34.1162790697674,2.25443137624668e-07,50CM,NC,5000000,0.225443137624668,A2
82,L.8,2,66,0,2750574.50833333,104.882216228417,120,-9.09388507475019e-06,50CM,NC,5000000,-9.09388507475019,A2
83,NA,1,119,0,0,55.57914791,1,NA,50CM,NC,5000000,NA,NA
84,L.10,0,12,11.1739130434783,11678157.8080132,94.2447164198493,16.4782608695652,1.69574962061995e-06,25MB,NC,1000000,1.69574962061995,Sex
85,L.10,1,31.5,36,36459562.0154581,57.8917662774444,4.6875,-9.59301574543717e-05,25MB,NC,1000000,-95.9301574543717,Sex
86,L.10,2,44,63.3333333333333,63740954.0277778,55.7026097811111,2.44444444444444,-2.01323006002072e-17,25MB,NC,1000000,-2.01323006002072e-11,Sex
87,L.10,3,51.5,81.1666666666667,81543410.9111111,55.57914791,3.33333333333333,-1.33546022998698e-17,25MB,NC,1000000,-1.33546022998698e-11,Sex
88,L.10,4,56.5,120,120571095.5625,50.79511513,4.25,1.28853059169549e-18,25MB,NC,1000000,1.28853059169549e-12,Sex
89,L.10,5,60.5,133.25,133527290,60.1309004475,2.75,6.24814694596888e-18,25MB,NC,1000000,6.24814694596888e-12,Sex
90,L.3,0,75,12,12502449.7213676,35.2446900298248,19.76,-3.27812323565022e-06,25MB,NC,1000000,-3.27812323565022,A4
91,L.3,1,90.5,33,33581403.6638977,20.4787267341778,22.5,1.65649639858796e-06,25MB,NC,1000000,1.65649639858796,A4
92,L.5,0,105.5,11.6666666666667,12247202.1430215,32.7933036704588,18.6666666666667,1.17927914934154e-06,25MB,NC,1000000,1.17927914934154,A3
93,L.5,1,125,33.8666666666667,34318033.3847108,39.5855766893848,12.2666666666667,3.2653098120869e-06,25MB,NC,1000000,3.2653098120869,A3
94,L.5,2,133,73,73115029,18.89920562,1,NA,25MB,NC,1000000,NA,A3
95,L.5,3,141,89,89374413.2497619,50.79511513,4.8,3.61733003485127e-18,25MB,NC,1000000,3.61733003485127e-12,A3
96,L.5,4,154,109.181818181818,109804103.106328,50.79511513,4.72727272727273,-6.76482462597985e-17,25MB,NC,1000000,-6.76482462597985e-11,A3
97,L.5,5,164,134.111111111111,134467758.712963,51.0758695594444,1.88888888888889,3.40382608667506e-06,25MB,NC,1000000,3.40382608667506,A3
98,L.7,0,175,7.07692307692308,7490276.9628001,113.152743081553,22.6153846153846,-3.48072217092072e-06,25MB,NC,1000000,-3.48072217092072,A1
99,L.7,5,182,140,140610508.25,0,20,0,25MB,NC,1000000,0,A1
100,L.7,6,183.5,166.5,166656086.555555,70.756062455,5,1.57081057677887e-17,25MB,NC,1000000,1.57081057677887e-11,A1
101,L.7,7,185.5,181.5,181848153.5,67.31107719,1,NA,25MB,NC,1000000,NA,A1
102,L.7,12,187,322,322365609,20.72993607,2,2.35837167898541e-05,25MB,NC,1000000,23.5837167898541,A1
103,L.7,13,194,338,338444950.358861,41.2406750545734,26.0769230769231,1.35745222751474e-05,25MB,NC,1000000,13.5745222751474,A1
104,L.8,0,212,11.695652173913,12144270.9891542,83.2318333300877,19.7391304347826,5.05676629109754e-06,25MB,NC,1000000,5.05676629109754,A2
105,L.8,1,235.5,36.8333333333333,37320135.6603312,73.1426053790908,6.625,-4.32202560697046e-07,25MB,NC,1000000,-0.432202560697046,A2
106,L.8,2,256.5,61.6666666666667,62099584.274537,55.2018011545833,5.38888888888889,-1.50971555718247e-06,25MB,NC,1000000,-1.50971555718247,A2
107,L.8,3,276,86.7619047619048,87207657.3618786,51.6949859948413,5.76190476190476,3.90640089678264e-05,25MB,NC,1000000,39.0640089678264,A2
108,L.8,4,297.5,112,112472933.571213,51.7042773786555,7.90909090909091,-3.13637962026508e-07,25MB,NC,1000000,-0.313637962026508,A2
109,L.8,5,318.5,137.4,137903223.547979,52.128759502,5,2.26529047113362e-06,25MB,NC,1000000,2.26529047113362,A2
110,L.8,6,338.5,161.35,161907368.458851,54.83752664515,6.3,-3.4573004969465e-06,25MB,NC,1000000,-3.4573004969465,A2
111,L.8,7,356.5,187.25,187758630.35993,54.4663001995312,9.4375,9.27945962980803e-08,25MB,NC,1000000,0.0927945962980803,A2
112,L.8,8,376,212.304347826087,212770574.05302,54.125636422967,10.6086956521739,9.8785117940235e-07,25MB,NC,1000000,0.98785117940235,A2
113,L.8,9,398,239,239564044.115096,44.8855113387213,27,-1.24060044066068e-06,25MB,NC,1000000,-1.24060044066068,A2
114,L.8,10,414,255,255490115.76429,16.4183603072694,34.0909090909091,-2.90824896530247e-06,25MB,NC,1000000,-2.90824896530247,A2
115,NA,0,420,0,0,55.57914791,1,NA,25MB,NC,1000000,NA,NA
116,L.10,0,20,21.3589743589744,21844887.7392726,79.330685592196,11.6410256410256,-3.08462194043773e-05,50MB,NC,1000000,-30.8462194043773,Sex
117,L.10,1,47,70.4666666666667,70861936.7811111,55.6532250326667,2.8,-1.60656816200048e-17,50MB,NC,1000000,-1.60656816200048e-11,Sex
118,L.10,2,58.5,126.625,127049192.78125,55.46300778875,3.5,2.94173604311996e-18,50MB,NC,1000000,2.94173604311996e-12,Sex
119,L.3,0,78,16.0645161290323,16582247.2586315,32.3867616500222,20.2903225806452,-2.45568662994385e-06,50MB,NC,1000000,-2.45568662994385,A4
120,L.5,0,113,20.2051282051282,20735983.3898251,35.4057163700457,16.2051282051282,1.91552526560461e-06,50MB,NC,1000000,1.91552526560461,A3
121,L.5,1,140.5,88,88358201.7341518,48.801620785625,4.5625,3.61733003485127e-18,50MB,NC,1000000,3.61733003485127e-12,A3
122,L.5,2,158.5,120.4,120902748.129314,50.92145462325,3.45,1.51281159404022e-06,50MB,NC,1000000,1.51281159404022,A3
123,L.7,0,175,7.07692307692308,7490276.9628001,113.152743081553,22.6153846153846,-3.48072217092072e-06,50MB,NC,1000000,-3.48072217092072,A1
124,L.7,2,182,140,140610508.25,0,20,0,50MB,NC,1000000,0,A1
125,L.7,3,184.5,174,174252120.027778,69.0335698225,3,1.57081057677887e-17,50MB,NC,1000000,1.57081057677887e-11,A1
126,L.7,6,193.5,336.857142857143,337296425.976085,39.775622269961,24.3571428571429,1.42894647404836e-05,50MB,NC,1000000,14.2894647404836,A1
127,L.8,0,224,24.531914893617,25000031.6723084,78.0798871423446,13.0425531914894,2.31228186520025e-06,50MB,NC,1000000,2.31228186520025,A2
128,L.8,1,267,75.1794871794872,75619315.9369517,53.3135160685684,5.58974358974359,2.11638363832637e-05,50MB,NC,1000000,21.1638363832637,A2
129,L.8,2,307.5,124.095238095238,124582595.464911,51.9064117231052,6.52380952380952,8.51039394884519e-07,50MB,NC,1000000,0.851039394884519,A2
130,L.8,3,346.5,172.861111111111,173396818.192664,54.6725371137639,7.69444444444444,-1.80058945343236e-06,50MB,NC,1000000,-1.80058945343236,A2
131,L.8,4,386.5,225.045454545455,225558366.582648,49.7155767236679,18.4318181818182,-1.26374630629166e-07,50MB,NC,1000000,-0.126374630629166,A2
132,L.8,5,414,255,255490115.76429,16.4183603072694,34.0909090909091,-2.90824896530247e-06,50MB,NC,1000000,-2.90824896530247,A2
133,NA,0,420,0,0,55.57914791,1,NA,50MB,NC,1000000,NA,NA
134,L.10,1,1,0,301829.045454545,40.1372873418182,22,-9.14771005356617e-07,25CM,NC,1000000,-0.914771005356617,Sex
135,L.10,2,40.0232558139535,60.8372093023256,61275193.4025403,56.4599478917526,3.86046511627907,-3.3793359189157e-05,25CM,NC,1000000,-33.793359189157,Sex
136,L.10,3,20.7142857142857,30.2857142857143,30851609.3795738,91.9639786101028,14.4285714285714,1.98871966871958e-05,25CM,NC,1000000,19.8871966871958,Sex
137,L.10,4,9,8,8436109.96835176,111.171813115834,22.2222222222222,-1.69429915000873e-06,25CM,NC,1000000,-1.69429915000873,Sex
138,L.10,5,2.5,1.5,2125907.53571428,130.094980447619,17.5,-9.90513318605607e-06,25CM,NC,1000000,-9.90513318605607,Sex
139,L.3,0,86.25,24.6666666666667,25212548.4604224,18.6285985795606,20.3333333333333,3.55084391443853e-07,25CM,NC,1000000,0.355084391443853,A4
140,L.3,1,73.2666666666667,10.2666666666667,10819011.035078,37.189800781338,21.7333333333333,-5.34657932304099e-06,25CM,NC,1000000,-5.34657932304099,A4
141,L.3,2,71,12,12303479.4915846,55.6498541189723,14.75,6.55540660354237e-07,25CM,NC,1000000,0.655540660354237,A4
142,L.5,0,111,20.9,21299367.4452801,16.5662787908431,22.5,1.25648068295155e-06,25CM,NC,1000000,1.25648068295155,A3
143,L.5,1,112,18.8461538461538,19412913.0256555,39.7346618962828,15.0769230769231,2.33997969059473e-06,25CM,NC,1000000,2.33997969059473,A3
144,L.5,2,148.794871794872,100.128205128205,100583593.06195,50.8029222116667,4.02564102564103,5.91969754205191e-07,25CM,NC,1000000,0.591969754205191,A3
145,L.7,0,190,233.125,233638852.126873,15.8154831752847,18.25,2.6355379614429e-05,25CM,NC,1000000,26.355379614429,A1
146,L.7,1,192.5,336.5,336841682.849441,41.433813846464,27.8333333333333,2.49225325960542e-07,25CM,NC,1000000,0.249225325960542,A1
147,L.7,2,186.75,256.25,256668981.794643,53.9525374230357,9.25,7.96883740838141e-06,25CM,NC,1000000,7.96883740838141,A1
148,L.7,3,184,168,168298000.555555,82.94347291,5,1.57081057677887e-17,25CM,NC,1000000,1.57081057677887e-11,A1
149,L.7,4,180.833333333333,64,64357330.7016196,113.546709881261,18.3333333333333,-7.03730240871179e-07,25CM,NC,1000000,-0.703730240871179,A1
150,L.7,5,173,4,4342612.72801932,133.265305674235,24.6666666666667,-7.29747955756516e-06,25CM,NC,1000000,-7.29747955756516,A1
